id,percentage
104,0.6773410965550704
105,0.6552341950345534
106,0.5997715156130998
108,0.6526112185686653
109,0.6788776305533905
110,0.592282381094825
113,0.684010152284264
114,0.6483457844183564
115,0.6093857832988268
116,0.7106339468302658
117,0.630859375
118,0.6569839307787392
119,0.6495157384987893
120,0.6341463414634146
121,0.6128845037724898
123,0.6645569620253164
125,0.674823878383389
126,0.667004048582996
127,0.6766917293233082
128,0.6508275493860117
129,0.6514324693042292
130,0.6772727272727272
131,0.6674311926605505
132,0.6634105498185878
134,0.8533724340175953
135,0.6790843806104129
136,0.6443941109852774
137,0.6412300683371298
138,0.6050878255602665
201,0.7459407831900668
202,0.6531393568147014
203,0.6540164452877926
204,0.6626984126984127
208,0.7338804220398594
209,0.7301441275682305
213,0.6909193457416808
214,0.6845753899480069
216,0.6954858454475898
218,0.7227338826951042
219,0.651238591916558
220,0.6833041447752481
221,0.744944283945522
222,0.8081967213114755
223,0.7607458912768648
224,0.7699764212732513
225,0.7544657356284508
226,0.6879361914257228
227,0.7328458942632171
229,0.6726901777907316
233,0.6601215521271622
234,0.7402912621359223
235,0.6865253898440624
236,0.7044673539518901
237,0.691283676703645
238,0.6968085106382979
240,0.6247008137865007
241,0.6862302483069977
242,0.6700473292765382
243,0.6503496503496503
244,0.5991649269311065
245,0.6193181818181818
301,0.6434082522643408
302,0.6986421375383267
303,0.6353026987600292
304,0.6012591815320042
305,0.7000959692898272
306,0.579513299377476
307,0.7300058377116171
309,0.5968194574368568
310,0.6942779291553134
311,0.6162193032552827
312,0.7275597654488047
314,0.6586799276672695
315,0.6647982062780269
316,0.7072858968896464
317,0.6732558139534883
318,0.7264957264957265
319,0.6614678899082569
320,0.6548862937922557
321,0.6432626232446967
322,0.5420974889217134
323,0.6480298189563365
324,0.658831662633944
325,0.6670702179176755
327,0.61161463578382
328,0.5838902567710166
329,0.5481099656357389
331,0.6411609498680739
332,0.6844115540701838
401,0.6678507992895204
402,0.7043294614572334
403,0.6472831267874166
404,0.6972165648336728
405,0.6956829440905874
406,0.6765285996055227
408,0.7790751985053713
409,0.5886075949367089
410,0.6690400843881856
411,0.6890179514255543
413,0.7349397590361446
415,0.5632633121641426
417,0.5614228089475615
418,0.564673157162726
419,0.6828100053219798
420,0.7052130193172798
421,0.723621759766338
422,0.7191431485889154
423,0.6815593517301796
424,0.706648697214735
426,0.7762326169405815
427,0.7096916299559471
428,0.7214221422142214
429,0.7175805047867712
431,0.671501372010976
432,0.699125142639787
433,0.6610169491525424
501,0.6785179640718563
502,0.7318663406682967
503,0.7143830947511929
504,0.5616365568544102
505,0.6383763837638377
506,0.5150905432595574
507,0.6935420743639922
508,0.6372093023255814
509,0.6104972375690608
510,0.633964429145152
511,0.7174211248285323
512,0.6887793783169067
513,0.6770981507823614
514,0.8147321428571429
515,0.6683710737764792
516,0.625
517,0.6019983347210658
518,0.5814072932717
520,0.7156215621562156
521,0.5808383233532934
522,0.6602316602316602
523,0.6332563510392609
525,0.6452180028129395
526,0.6935146443514645
527,0.5679314565483476
528,0.7079107505070994
530,0.6680294358135732
535,0.7137404580152672
536,0.6677852348993288
601,0.6268011527377522
602,0.6877729257641921
604,0.7255797610681658
605,0.6764841233317993
606,0.6890688259109312
607,0.7492323439099283
608,0.7730900798175598
609,0.6513994910941476
610,0.7237822349570201
611,0.6872517154207295
612,0.6756535947712419
613,0.5672740014015417
614,0.6428178315905339
615,0.6324143692564745
616,0.47090810222947255
617,0.6658125915080527
618,0.5883333333333334
621,0.7645161290322581
622,0.6683345246604717
623,0.635899814471243
627,0.6385542168674698
628,0.6494676494676495
629,0.659757330637007
630,0.6584051724137931
631,0.6322544642857143
632,0.5357548240635641
633,0.5205992509363296
634,0.6341259908218606
635,0.7047855811062772
636,0.6271338724168913
701,0.6900984682713348
704,0.6805909322465614
705,0.7078731742073388
707,0.7042459736456809
708,0.7289368104312939
709,0.6402877697841727
710,0.6839779005524862
711,0.668
712,0.7251732101616628
713,0.6845003933910306
714,0.657563025210084
718,0.6627659574468086
720,0.7098054783644303
721,0.7482605945604048
723,0.6961451247165533
726,0.6854591124755791
727,0.6573615488518685
729,0.7286233080224497
731,0.6577042399172699
732,0.6209652628343068
733,0.68785151856018
734,0.7196801421590404
735,0.6341719077568134
736,0.7438692098092643
737,0.7166666666666667
738,0.6735483870967742
801,0.6493005306319344
802,0.6690196078431373
803,0.5018674136321195
804,0.5323874151758174
805,0.5807635829662261
806,0.6442491402369125
807,0.6168562564632886
811,0.6625310173697271
812,0.6491082538365823
815,0.5491744436468055
824,0.648948948948949
825,0.6572379367720466
833,0.6350277998411438
838,0.6378787878787879
839,0.5928880026586906
841,0.5479041916167665
842,0.6022845275181724
843,0.6494296577946768
844,0.6765847347994826
845,0.5331599479843954
846,0.6520478434215295
847,0.6263454638646848
848,0.6096067053513862
849,0.6030795551753636
850,0.6256450972608177
851,0.6091269841269841
854,0.5626859328516787
855,0.6082402234636871
856,0.657055630936228
857,0.6477987421383647
858,0.576271186440678
859,0.4843835616438356
860,0.537109375
861,0.6172629187961386
862,0.6287822878228783
901,0.6282442748091603
902,0.5829145728643216
903,0.6096843231674692
904,0.5588662790697675
905,0.6560374149659864
908,0.6671641791044776
909,0.681119648737651
910,0.6217718208564891
911,0.6314044605183846
913,0.6059248195170526
914,0.643979057591623
915,0.5261590812420247
916,0.6384225952571276
917,0.627744510978044
918,0.6136809643958508
919,0.6197306791569087
920,0.6006845407872219
921,0.5736803519061584
923,0.5207100591715976
924,0.6284119106699751
925,0.5974376264329063
926,0.6013755980861244
927,0.6404821280133001
928,0.6280412371134021
929,0.5707964601769911
931,0.6621409921671019
934,0.6369485294117647
935,0.6032315978456014
700,0.5797893094030433
