id,percentage
101,0.2963258785942492
102,0.5272895467160037
103,0.5041695621959694
104,0.40822686195076346
105,0.5072825634623388
106,0.5921938088829072
107,0.5540034071550256
108,0.5621562156215621
109,0.5393596986817326
110,0.5122037495578352
111,0.5117297466374726
112,0.5184127890379675
113,0.5347879785920132
114,0.5281425891181989
201,0.6039045553145336
202,0.5862884160756501
203,0.5528768884603021
204,0.5510835913312694
205,0.48883116883116884
206,0.4808336434685523
207,0.5919148936170213
208,0.47470817120622566
209,0.3582554517133956
210,0.46758058540200076
211,0.5829383886255924
212,0.49624060150375937
213,0.5100472813238771
214,0.4454581515271718
215,0.6428571428571429
301,0.6698463169051404
302,0.7012391005048187
303,0.6756363636363636
304,0.43661971830985913
305,0.5789250952179433
306,0.6314421827631009
307,0.5767934520943668
308,0.5778571428571428
309,0.595879556259905
310,0.6638572136836887
311,0.6898345153664303
312,0.6530198621807863
313,0.6247011952191235
314,0.6132457027300303
315,0.7262544802867383
316,0.7121155983697666
401,0.415564790328674
402,0.42271662763466045
403,0.5297595585337013
404,0.5730337078651685
405,0.6067722555980338
406,0.5069013112491373
407,0.531523642732049
408,0.4915711395819285
409,0.543190249072602
410,0.48650288140734
411,0.6516587677725119
412,0.3865588681152097
413,0.47330960854092524
414,0.619140625
501,0.6157221206581353
502,0.6178199909543193
503,0.6378340365682138
504,0.6278153153153153
505,0.6094339622641509
506,0.6017561983471075
507,0.6575077399380805
508,0.4980047885075818
509,0.5440251572327044
510,0.735144312393888
511,0.6108565385971096
512,0.6924012158054711
513,0.5716826752045535
514,0.6179337231968811
515,0.49882019820670126
516,0.6043388429752066
601,0.6442812172088143
602,0.6198282591725215
603,0.6572265625
604,0.6729994242947611
605,0.5918958031837916
606,0.5715002508780732
607,0.5865248226950355
608,0.6085315213288033
609,0.5753341433778858
610,0.6641459074733096
611,0.6435385949696444
612,0.6011644832605532
613,0.6746166950596252
614,0.6310547759167043
615,0.8
616,0.7883096366508688
701,0.6322297566812923
702,0.7242971044901385
703,0.6982758620689655
704,0.6851942941465814
705,0.5616905248807089
706,0.6223662884927067
707,0.6034747061829331
708,0.7259290540540541
709,0.7111817700052994
710,0.7246581801037246
711,0.6402321083172147
712,0.6204222317966394
PRINCE WILLIAM COUNTY PROVISIONALS,0.5142492556358996
